ID,FIR_ID,Accused_ID,Involvement_Type
2084,1295,1062,Primary
2085,1295,106,Accomplice
2086,1296,1632,Primary
2087,1297,2633,Primary
2088,1298,1154,Primary
2089,1299,1794,Primary
2090,1299,524,Primary
2091,1299,646,Primary
2092,1300,2600,Primary
2093,1301,1061,Primary
2094,1301,1468,Primary
2095,1302,85,Primary
2096,1302,2691,Accomplice
2097,1303,929,Primary
2098,1303,2538,Accomplice
2099,1304,811,Primary
2100,1305,1798,Primary
2101,1305,2825,Abettor
2102,1306,132,Primary
2103,1307,194,Primary
2104,1308,1695,Primary
2105,1309,2962,Primary
2106,1310,755,Primary
2107,1310,58,Primary
2108,1311,1728,Primary
2109,1312,1466,Primary
2110,1313,1730,Primary
2111,1313,735,Accomplice
2112,1314,2007,Primary
2113,1314,2030,Primary
2114,1315,290,Primary
2115,1316,489,Primary
2116,1316,1689,Primary
2117,1317,1429,Primary
2118,1318,295,Primary
2119,1318,2518,Primary
2120,1318,663,Abettor
2121,1319,1025,Primary
2122,1319,1201,Primary
2123,1320,2749,Primary
2124,1321,1547,Primary
2125,1321,2110,Primary
2126,1322,563,Primary
2127,1322,2029,Primary
2128,1322,2269,Accomplice
2129,1323,1051,Primary
2130,1323,2545,Accomplice
2131,1323,540,Abettor
2132,1324,2047,Primary
2133,1325,2842,Primary
2134,1326,428,Primary
2135,1326,2177,Abettor
2136,1327,1310,Primary
2137,1327,2780,Primary
2138,1327,1035,Accomplice
2139,1328,1882,Primary
2140,1329,1599,Primary
2141,1329,28,Abettor
2142,1330,1739,Primary
2143,1330,2028,Primary
2144,1330,72,Primary
2145,1331,2263,Primary
2146,1331,665,Primary
2147,1332,843,Primary
2148,1333,1901,Primary
2149,1333,1011,Primary
2150,1334,2212,Primary
2151,1334,2932,Accomplice
2152,1334,554,Accomplice
2153,1335,2087,Primary
2154,1335,1635,Accomplice
2155,1335,609,Accomplice
2156,1336,170,Primary
2157,1337,391,Primary
2158,1338,559,Primary
2159,1338,1743,Conspirator
2160,1339,256,Primary
2161,1339,1246,Primary
2162,1339,1755,Primary
2163,1340,523,Primary
2164,1340,2532,Primary
2165,1340,1014,Accomplice
2166,1341,1049,Primary
2167,1341,710,Primary
2168,1342,145,Primary
2169,1342,2061,Accomplice
2170,1342,1968,Accomplice
2171,1343,760,Primary
2172,1343,15,Primary
2173,1344,2948,Primary
2174,1345,815,Primary
2175,1345,2900,Accomplice
2176,1346,280,Primary
2177,1347,302,Primary
2178,1348,2562,Primary
2179,1349,2614,Primary
2180,1350,672,Primary
2181,1350,674,Abettor
2182,1351,1073,Primary
2183,1352,486,Primary
2184,1352,2720,Accomplice
2185,1353,1232,Primary
2186,1354,1952,Primary
2187,1355,2642,Primary
2188,1355,1783,Primary
2189,1356,221,Primary
2190,1356,2635,Primary
2191,1357,2361,Primary
2192,1357,2768,Abettor
2193,1357,1974,Primary
2194,1358,942,Primary
2195,1358,1391,Primary
2196,1359,194,Primary
2197,1359,1533,Accomplice
2198,1360,1226,Primary
2199,1360,2879,Primary
2200,1360,1553,Accomplice
2201,1361,156,Primary
2202,1362,1000,Primary
2203,1362,2736,Accomplice
2204,1363,411,Primary
2205,1364,91,Primary
2206,1365,299,Primary
2207,1366,1366,Primary
2208,1367,1785,Primary
2209,1367,2146,Primary
2210,1368,1216,Primary
2211,1368,1539,Primary
2212,1369,2683,Primary
2213,1369,1183,Accomplice
2214,1370,1635,Primary
2215,1370,1713,Conspirator
2216,1371,1154,Primary
2217,1372,2961,Primary
2218,1373,2049,Primary
2219,1374,1831,Primary
2220,1375,111,Primary
2221,1376,2778,Primary
2222,1376,1249,Abettor
2223,1377,2453,Primary
2224,1378,2920,Primary
2225,1379,1493,Primary
2226,1380,2826,Primary
2227,1381,2837,Primary
2228,1381,1457,Abettor
2229,1382,300,Primary
2230,1382,2880,Conspirator
2231,1383,761,Primary
2232,1384,519,Primary
2233,1384,2732,Abettor
2234,1384,2655,Accomplice
2235,1385,2029,Primary
2236,1386,2277,Primary
2237,1386,2259,Abettor
2238,1386,1250,Primary
2239,1387,2354,Primary
2240,1387,2806,Accomplice
2241,1388,578,Primary
2242,1388,328,Conspirator
2243,1389,282,Primary
2244,1389,94,Accomplice
2245,1390,2844,Primary
2246,1390,1974,Accomplice
2247,1391,2167,Primary
2248,1391,2214,Primary
2249,1392,2862,Primary
2250,1393,2155,Primary
2251,1393,2420,Abettor
2252,1394,639,Primary
2253,1394,382,Primary
2254,1395,2337,Primary
2255,1395,2568,Primary
2256,1395,644,Primary
2257,1396,702,Primary
2258,1396,2319,Abettor
2259,1397,2551,Primary
2260,1397,939,Primary
2261,1398,1180,Primary
2262,1399,2594,Primary
2263,1400,1812,Primary
2264,1401,668,Primary
2265,1401,886,Conspirator
2266,1402,533,Primary
2267,1403,2894,Primary
2268,1403,2306,Primary
2269,1404,343,Primary
2270,1404,1007,Accomplice
2271,1405,275,Primary
2272,1405,2581,Abettor
2273,1406,1541,Primary
2274,1407,1249,Primary
2275,1408,2243,Primary
2276,1408,2089,Primary
2277,1409,466,Primary
2278,1410,1279,Primary
2279,1411,1093,Primary
2280,1412,2891,Primary
2281,1413,2040,Primary
2282,1414,372,Primary
2283,1415,1584,Primary
2284,1415,113,Primary
2285,1416,2987,Primary
2286,1417,1713,Primary
2287,1418,904,Primary
2288,1419,2738,Primary
2289,1420,1021,Primary
2290,1420,282,Accomplice
2291,1421,2188,Primary
2292,1422,67,Primary
2293,1422,2258,Primary
2294,1423,2073,Primary
2295,1423,556,Conspirator
2296,1424,2220,Primary
2297,1425,688,Primary
2298,1425,1547,Abettor
2299,1425,2845,Primary
2300,1426,1401,Primary
2301,1427,2366,Primary
2302,1428,483,Primary
2303,1429,2669,Primary
2304,1430,2337,Primary
2305,1431,920,Primary
2306,1431,1237,Abettor
2307,1432,211,Primary
2308,1433,376,Primary
2309,1433,1492,Primary
2310,1434,232,Primary
2311,1434,646,Primary
2312,1435,1386,Primary
2313,1436,2399,Primary
2314,1437,186,Primary
2315,1438,1025,Primary
2316,1439,2540,Primary
2317,1440,381,Primary
2318,1441,2817,Primary
2319,1442,2708,Primary
2320,1443,302,Primary
2321,1443,1151,Abettor
2322,1443,2195,Primary
2323,1444,2116,Primary
2324,1445,1071,Primary
2325,1446,2346,Primary
2326,1447,1886,Primary
2327,1447,986,Accomplice
2328,1448,750,Primary
2329,1449,59,Primary
2330,1450,371,Primary
2331,1451,1798,Primary
2332,1451,2944,Abettor
2333,1451,1431,Primary
2334,1452,1972,Primary
2335,1452,1945,Accomplice
2336,1453,2332,Primary
2337,1454,2535,Primary
2338,1454,1518,Accomplice
2339,1454,2641,Primary
2340,1455,255,Primary
2341,1456,2787,Primary
2342,1457,1610,Primary
2343,1458,1605,Primary
2344,1458,385,Accomplice
2345,1458,563,Primary
2346,1459,61,Primary
2347,1459,162,Primary
2348,1460,1495,Primary
2349,1460,2866,Primary
2350,1460,1821,Accomplice
2351,1461,193,Primary
2352,1461,692,Primary
2353,1462,2173,Primary
2354,1462,2669,Primary
2355,1463,1559,Primary
2356,1464,957,Primary
2357,1464,2087,Accomplice
2358,1464,2975,Primary
2359,1465,434,Primary
2360,1466,2287,Primary
2361,1466,2426,Primary
2362,1467,2671,Primary
2363,1467,1950,Primary
2364,1467,1735,Conspirator
2365,1468,1599,Primary
2366,1468,2630,Primary
2367,1469,2725,Primary
2368,1470,1108,Primary
2369,1470,2547,Accomplice
2370,1471,1649,Primary
2371,1471,77,Accomplice
2372,1472,1939,Primary
2373,1473,1077,Primary
2374,1473,2706,Abettor
2375,1474,898,Primary
2376,1475,1303,Primary
2377,1475,1361,Primary
2378,1476,679,Primary
2379,1476,2,Primary
2380,1477,16,Primary
2381,1477,1058,Accomplice
2382,1478,1188,Primary
2383,1479,3,Primary
2384,1480,2519,Primary
2385,1481,1466,Primary
2386,1481,962,Primary
2387,1481,1682,Primary
2388,1482,1652,Primary
2389,1482,1245,Accomplice
2390,1483,1222,Primary
2391,1484,260,Primary
2392,1484,1863,Abettor
2393,1485,2552,Primary
2394,1486,1214,Primary
2395,1486,246,Accomplice
2396,1487,565,Primary
2397,1488,1743,Primary
2398,1488,762,Abettor
2399,1489,1137,Primary
2400,1490,2942,Primary
2401,1491,2583,Primary
2402,1492,1077,Primary
2403,1492,1334,Primary
2404,1493,1074,Primary
2405,1493,2710,Abettor
2406,1494,11,Primary
2407,1494,552,Accomplice
2408,1495,335,Primary
2409,1495,1969,Abettor
2410,1496,337,Primary
2411,1497,2603,Primary
2412,1498,870,Primary
2413,1499,1584,Primary
2414,1499,2600,Accomplice
2415,1500,961,Primary
2416,1500,2079,Abettor
2417,1501,2199,Primary
2418,1502,2029,Primary
2419,1503,2633,Primary
2420,1504,2621,Primary
2421,1505,1466,Primary
2422,1505,2476,Accomplice
2423,1505,1847,Accomplice
2424,1506,1254,Primary
2425,1506,1746,Primary
2426,1507,2166,Primary
2427,1508,364,Primary
2428,1508,1659,Primary
2429,1509,1255,Primary
2430,1510,1514,Primary
2431,1511,1217,Primary
2432,1511,1559,Accomplice
2433,1512,1193,Primary
2434,1513,1455,Primary
2435,1513,2064,Primary
2436,1513,1765,Accomplice
2437,1514,451,Primary
2438,1515,652,Primary
2439,1516,1262,Primary
2440,1516,609,Abettor
2441,1517,2890,Primary
2442,1517,2711,Abettor
2443,1518,1066,Primary
2444,1519,120,Primary
2445,1519,2203,Accomplice
2446,1519,2996,Primary
2447,1520,1656,Primary
2448,1520,2511,Primary
2449,1520,2052,Primary
2450,1521,1179,Primary
2451,1521,360,Primary
2452,1521,2731,Accomplice
2453,1522,1820,Primary
2454,1522,2943,Primary
2455,1523,2145,Primary
2456,1524,2803,Primary
2457,1524,1811,Abettor
2458,1524,1554,Accomplice
2459,1525,1696,Primary
2460,1526,2962,Primary
2461,1527,871,Primary
2462,1528,1096,Primary
2463,1528,2533,Accomplice
2464,1529,434,Primary
2465,1529,894,Primary
2466,1529,1049,Accomplice
2467,1530,2703,Primary
2468,1531,583,Primary
2469,1532,2607,Primary
2470,1533,671,Primary
2471,1534,1789,Primary
2472,1535,1998,Primary
2473,1536,1216,Primary
2474,1537,2339,Primary
2475,1537,861,Primary
2476,1538,2147,Primary
2477,1539,2296,Primary
2478,1540,493,Primary
2479,1540,874,Accomplice
2480,1541,1043,Primary
2481,1542,2579,Primary
2482,1543,1139,Primary
2483,1544,145,Primary
2484,1544,2096,Primary
2485,1544,1517,Primary
2486,1545,2371,Primary
2487,1545,427,Primary
2488,1545,699,Primary
2489,1546,923,Primary
2490,1546,2596,Accomplice
2491,1546,299,Accomplice
2492,1547,391,Primary
2493,1547,1410,Accomplice
2494,1548,2165,Primary
2495,1549,2737,Primary
2496,1550,1473,Primary
2497,1550,2328,Primary
2498,1551,2820,Primary
2499,1552,1838,Primary
2500,1552,2830,Primary
2501,1552,2734,Primary
2502,1553,1726,Primary
2503,1553,2227,Primary
2504,1554,957,Primary
2505,1554,1499,Conspirator
2506,1554,1483,Primary
2507,1555,2881,Primary
2508,1556,2402,Primary
2509,1556,868,Primary
2510,1557,2838,Primary
2511,1557,42,Primary
2512,1557,2172,Accomplice
2513,1558,955,Primary
2514,1558,709,Accomplice
2515,1559,975,Primary
2516,1559,914,Accomplice
2517,1560,2439,Primary
2518,1560,514,Accomplice
2519,1560,1299,Accomplice
2520,1561,1882,Primary
2521,1562,2,Primary
2522,1563,220,Primary
2523,1564,497,Primary
2524,1564,2818,Primary
2525,1565,2231,Primary
2526,1566,648,Primary
2527,1567,2651,Primary
2528,1567,2721,Conspirator
2529,1568,486,Primary
2530,1569,1087,Primary
2531,1569,2919,Accomplice
2532,1570,1435,Primary
2533,1571,456,Primary
2534,1571,2373,Abettor
2535,1572,1053,Primary
2536,1573,2493,Primary
2537,1574,1162,Primary
2538,1575,2695,Primary
2539,1576,1136,Primary
2540,1576,2118,Abettor
2541,1576,592,Primary
2542,1577,2576,Primary
2543,1578,2702,Primary
2544,1579,1936,Primary
2545,1580,2673,Primary
2546,1580,1189,Primary
2547,1581,281,Primary
2548,1582,1366,Primary
2549,1583,1407,Primary
2550,1584,2095,Primary
2551,1585,10,Primary
2552,1585,1572,Accomplice
2553,1586,2365,Primary
2554,1586,693,Primary
2555,1587,254,Primary
2556,1587,48,Primary
2557,1587,2450,Primary
2558,1588,773,Primary
2559,1589,1683,Primary
2560,1589,760,Conspirator
2561,1590,1843,Primary
2562,1590,1778,Primary
2563,1591,121,Primary
2564,1592,545,Primary
2565,1592,2129,Primary
2566,1592,9,Accomplice
2567,1593,2558,Primary
2568,1593,796,Abettor
2569,1594,1204,Primary
2570,1594,2827,Primary
2571,1595,2305,Primary
2572,1595,2363,Accomplice
2573,1595,813,Primary
2574,1596,2989,Primary
2575,1596,1075,Primary
2576,1597,145,Primary
2577,1597,2892,Primary
2578,1598,1413,Primary
2579,1598,1211,Accomplice
2580,1598,2886,Primary
2581,1599,268,Primary
2582,1600,1354,Primary
2583,1600,2684,Primary
2584,1601,470,Primary
2585,1601,1,Primary
2586,1602,1980,Primary
2587,1602,2649,Abettor
2588,1602,1350,Primary
2589,1603,453,Primary
2590,1604,1747,Primary
2591,1605,570,Primary
2592,1606,34,Primary
2593,1606,1986,Primary
2594,1606,1754,Primary
2595,1607,269,Primary
2596,1607,559,Primary
2597,1608,643,Primary
2598,1608,1945,Primary
2599,1609,3,Primary
2600,1610,2621,Primary
2601,1611,1619,Primary
2602,1611,2412,Primary
2603,1611,99,Conspirator
2604,1612,2618,Primary
2605,1612,2858,Primary
2606,1613,89,Primary
2607,1614,2179,Primary
2608,1615,2475,Primary
2609,1615,1975,Conspirator
2610,1616,203,Primary
2611,1617,2028,Primary
2612,1617,1320,Accomplice
2613,1618,534,Primary
2614,1618,2006,Primary
2615,1619,2908,Primary
2616,1620,1214,Primary
2617,1621,1528,Primary
2618,1622,1576,Primary
2619,1623,228,Primary
2620,1623,2654,Abettor
2621,1623,995,Accomplice
2622,1624,2054,Primary
2623,1625,2076,Primary
2624,1626,842,Primary
2625,1627,37,Primary
2626,1627,2177,Primary
2627,1628,2426,Primary
2628,1629,2926,Primary
2629,1630,1837,Primary
2630,1631,3,Primary
2631,1632,2456,Primary
2632,1632,82,Conspirator
2633,1633,965,Primary
2634,1633,2084,Abettor
2635,1634,1946,Primary
2636,1635,2792,Primary
2637,1635,383,Primary
2638,1635,1484,Accomplice
2639,1636,359,Primary
2640,1637,2802,Primary
2641,1638,937,Primary
2642,1638,514,Abettor
2643,1639,1644,Primary
2644,1640,2841,Primary
2645,1641,983,Primary
2646,1642,148,Primary
2647,1642,1612,Primary
2648,1643,1189,Primary
2649,1643,2443,Primary
2650,1644,2363,Primary
2651,1644,501,Accomplice
2652,1645,193,Primary
2653,1646,121,Primary
2654,1646,2651,Accomplice
2655,1646,331,Conspirator
2656,1647,2696,Primary
2657,1647,1258,Accomplice
2658,1647,1696,Primary
2659,1648,663,Primary
2660,1649,1394,Primary
2661,1650,2514,Primary
2662,1651,845,Primary
2663,1652,1427,Primary
2664,1652,1055,Abettor
2665,1653,2323,Primary
2666,1653,1540,Primary
2667,1654,2368,Primary
2668,1654,1401,Primary
2669,1655,747,Primary
2670,1655,307,Primary
2671,1656,2082,Primary
2672,1657,634,Primary
2673,1657,1291,Accomplice
2674,1657,176,Accomplice
2675,1658,2076,Primary
2676,1658,2042,Primary
2677,1658,1052,Primary
2678,1659,1648,Primary
2679,1660,2787,Primary
2680,1660,2846,Abettor
2681,1661,170,Primary
2682,1662,39,Primary
2683,1663,412,Primary
2684,1664,1711,Primary
2685,1664,451,Primary
2686,1665,1839,Primary
2687,1665,145,Primary
2688,1665,954,Accomplice
2689,1666,550,Primary
2690,1667,2935,Primary
2691,1667,1747,Primary
2692,1668,333,Primary
2693,1669,2341,Primary
2694,1669,1175,Accomplice
2695,1670,2054,Primary
2696,1670,1175,Abettor
2697,1671,621,Primary
2698,1671,2961,Primary
2699,1672,269,Primary
2700,1672,2807,Abettor
2701,1672,568,Accomplice
2702,1673,1089,Primary
2703,1674,1803,Primary
2704,1674,567,Accomplice
2705,1675,1030,Primary
2706,1676,376,Primary
2707,1677,1121,Primary
2708,1678,851,Primary
2709,1679,2592,Primary
2710,1680,2984,Primary
2711,1681,2128,Primary
2712,1682,2542,Primary
2713,1682,1429,Primary
2714,1683,2000,Primary
2715,1684,2453,Primary
2716,1685,1936,Primary
2717,1685,803,Primary
2718,1685,772,Primary
2719,1686,969,Primary
2720,1687,725,Primary
2721,1688,786,Primary
2722,1688,1652,Accomplice
2723,1689,2728,Primary
2724,1689,2622,Primary
2725,1690,421,Primary
2726,1691,2770,Primary
2727,1692,299,Primary
2728,1693,2541,Primary
2729,1693,1662,Abettor
2730,1693,1994,Primary
2731,1694,818,Primary
2732,1695,430,Primary
2733,1696,277,Primary
2734,1696,2823,Primary
2735,1697,2325,Primary
2736,1698,2603,Primary
2737,1699,2453,Primary
2738,1700,937,Primary
2739,1700,2811,Accomplice
2740,1701,2317,Primary
2741,1701,1411,Primary
2742,1702,43,Primary
2743,1703,646,Primary
2744,1703,2447,Accomplice
2745,1704,1237,Primary
2746,1704,1766,Primary
2747,1704,493,Primary
2748,1705,449,Primary
2749,1706,2325,Primary
2750,1706,1432,Accomplice
2751,1707,2330,Primary
2752,1708,905,Primary
2753,1708,2617,Primary
2754,1709,928,Primary
2755,1710,724,Primary
2756,1711,96,Primary
2757,1712,879,Primary
2758,1713,2948,Primary
2759,1713,2705,Primary
2760,1714,1903,Primary
2761,1715,1130,Primary
2762,1715,681,Accomplice
2763,1716,2087,Primary
2764,1717,2172,Primary
2765,1718,798,Primary
2766,1719,1433,Primary
2767,1720,2837,Primary
2768,1720,1476,Primary
2769,1721,460,Primary
2770,1721,2128,Accomplice
2771,1721,1668,Accomplice
2772,1722,2076,Primary
2773,1723,1529,Primary
2774,1723,14,Abettor
2775,1724,1013,Primary
2776,1725,2598,Primary
2777,1726,430,Primary
2778,1726,438,Abettor
2779,1726,1149,Primary
2780,1727,1758,Primary
2781,1727,2115,Abettor
2782,1727,1402,Abettor
2783,1728,2024,Primary
2784,1728,1918,Conspirator
2785,1729,928,Primary
2786,1730,2800,Primary
2787,1731,1251,Primary
2788,1732,362,Primary
2789,1733,727,Primary
2790,1733,1456,Primary
2791,1733,2614,Primary
2792,1734,2551,Primary
2793,1734,851,Primary
2794,1735,2647,Primary
2795,1735,407,Primary
2796,1736,508,Primary
2797,1737,1363,Primary
2798,1738,1030,Primary
2799,1738,511,Primary
2800,1738,2133,Accomplice
2801,1739,148,Primary
2802,1740,2006,Primary
2803,1740,1594,Accomplice
2804,1740,1752,Accomplice
2805,1741,1262,Primary
2806,1742,461,Primary
2807,1743,2027,Primary
2808,1743,686,Abettor
2809,1743,537,Primary
2810,1744,2145,Primary
2811,1745,1113,Primary
2812,1746,2220,Primary
2813,1746,346,Accomplice
2814,1747,1584,Primary
2815,1747,1629,Abettor
2816,1748,61,Primary
2817,1749,1519,Primary
2818,1749,1575,Primary
2819,1749,1312,Conspirator
2820,1750,2850,Primary
2821,1751,2870,Primary
2822,1751,2056,Primary
2823,1752,1908,Primary
2824,1752,2182,Accomplice
2825,1752,1653,Primary
2826,1753,2341,Primary
2827,1753,2685,Primary
2828,1754,1051,Primary
2829,1755,1791,Primary
2830,1756,319,Primary
2831,1757,2886,Primary
2832,1758,2373,Primary
2833,1759,423,Primary
2834,1759,2528,Accomplice
2835,1760,2891,Primary
2836,1760,748,Conspirator
2837,1760,1901,Accomplice
2838,1761,1350,Primary
2839,1761,2209,Conspirator
2840,1761,282,Primary
2841,1762,1886,Primary
2842,1762,1011,Primary
2843,1762,1164,Primary
2844,1763,393,Primary
2845,1764,2626,Primary
2846,1764,50,Abettor
2847,1765,2626,Primary
2848,1766,818,Primary
2849,1767,2549,Primary
2850,1768,1932,Primary
2851,1768,257,Primary
2852,1769,2197,Primary
2853,1769,544,Abettor
2854,1769,1062,Primary
2855,1770,1325,Primary
2856,1771,1016,Primary
2857,1771,958,Primary
2858,1771,1682,Primary
2859,1772,628,Primary
2860,1773,1629,Primary
2861,1774,970,Primary
2862,1775,579,Primary
2863,1775,2097,Primary
2864,1775,2677,Primary
2865,1776,1577,Primary
2866,1776,2294,Primary
2867,1777,521,Primary
2868,1778,2796,Primary
2869,1779,1042,Primary
2870,1779,155,Primary
2871,1780,2813,Primary
2872,1780,2157,Primary
2873,1781,1098,Primary
2874,1782,438,Primary
2875,1783,1675,Primary
2876,1784,1513,Primary
2877,1785,1873,Primary
2878,1786,515,Primary
2879,1787,2671,Primary
2880,1788,2096,Primary
2881,1788,2099,Primary
2882,1788,2805,Accomplice
2883,1789,1541,Primary
2884,1790,727,Primary
2885,1790,1775,Abettor
2886,1790,1552,Primary
2887,1791,256,Primary
2888,1791,1378,Accomplice
2889,1792,945,Primary
2890,1793,1124,Primary
2891,1793,2115,Primary
2892,1793,2774,Primary
2893,1794,860,Primary
2894,1795,1794,Primary
2895,1796,136,Primary
2896,1796,1386,Accomplice
2897,1796,1221,Primary
2898,1797,112,Primary
2899,1798,2334,Primary
2900,1798,2524,Accomplice
2901,1799,1732,Primary
2902,1799,718,Primary
2903,1800,387,Primary
2904,1800,1435,Accomplice
2905,1801,1978,Primary
2906,1801,462,Primary
2907,1802,201,Primary
2908,1803,2158,Primary
2909,1804,124,Primary
2910,1804,2371,Primary
2911,1805,1254,Primary
2912,1805,823,Primary
2913,1806,298,Primary
2914,1807,1837,Primary
2915,1807,2221,Primary
2916,1808,337,Primary
2917,1808,1870,Primary
2918,1809,971,Primary
2919,1810,1493,Primary
2920,1810,1764,Primary
2921,1810,2780,Primary
2922,1811,2334,Primary
2923,1811,2972,Primary
2924,1812,1464,Primary
2925,1813,436,Primary
2926,1813,2126,Primary
2927,1813,2303,Accomplice
2928,1814,2104,Primary
2929,1815,2245,Primary
2930,1815,2007,Primary
2931,1815,1288,Accomplice
2932,1816,2311,Primary
2933,1817,1925,Primary
2934,1818,1934,Primary
2935,1819,2833,Primary
2936,1819,2174,Primary
2937,1819,2228,Accomplice
2938,1820,908,Primary
2939,1821,319,Primary
2940,1822,2504,Primary
2941,1823,1605,Primary
2942,1824,1117,Primary
2943,1825,1727,Primary
2944,1825,952,Primary
2945,1825,854,Conspirator
2946,1826,2762,Primary
2947,1827,2325,Primary
2948,1827,796,Primary
2949,1827,1712,Abettor
2950,1828,2865,Primary
2951,1829,1620,Primary
2952,1830,1318,Primary
2953,1831,880,Primary
2954,1832,2317,Primary
2955,1833,3,Primary
2956,1834,2551,Primary
2957,1835,2105,Primary
2958,1835,2325,Primary
2959,1836,1644,Primary
2960,1837,198,Primary
2961,1838,591,Primary
2962,1839,2754,Primary
2963,1840,2875,Primary
2964,1840,2378,Primary
2965,1841,2269,Primary
2966,1841,1504,Primary
2967,1842,1591,Primary
2968,1842,1655,Abettor
2969,1842,1232,Accomplice
2970,1843,2456,Primary
2971,1844,2555,Primary
2972,1844,2191,Abettor
2973,1845,906,Primary
2974,1846,1725,Primary
2975,1847,897,Primary
2976,1847,676,Accomplice
2977,1848,705,Primary
2978,1849,1151,Primary
2979,1850,86,Primary
2980,1851,40,Primary
2981,1852,736,Primary
2982,1852,1432,Accomplice
2983,1853,1731,Primary
2984,1854,1174,Primary
2985,1855,2068,Primary
2986,1856,2312,Primary
2987,1856,1690,Accomplice
2988,1856,1019,Accomplice
2989,1857,1473,Primary
2990,1857,825,Conspirator
2991,1858,2549,Primary
2992,1859,1529,Primary
2993,1859,684,Primary
2994,1859,1741,Accomplice
2995,1860,382,Primary
2996,1860,1831,Abettor
2997,1861,911,Primary
2998,1862,338,Primary
2999,1862,2017,Conspirator
3000,1862,606,Conspirator
3001,1863,398,Primary
3002,1863,1606,Abettor
3003,1863,1562,Primary
3004,1864,2047,Primary
3005,1864,1720,Abettor
3006,1864,457,Primary
3007,1865,144,Primary
3008,1865,2628,Abettor
3009,1866,907,Primary
3010,1867,845,Primary
3011,1867,2581,Accomplice
3012,1868,316,Primary
3013,1869,2669,Primary
3014,1870,393,Primary
3015,1870,1982,Accomplice
3016,1871,590,Primary
3017,1872,589,Primary
3018,1872,737,Primary
3019,1873,2416,Primary
3020,1873,466,Conspirator
3021,1874,1102,Primary
3022,1874,211,Conspirator
3023,1875,604,Primary
3024,1875,129,Primary
3025,1876,1781,Primary
3026,1876,1113,Conspirator
3027,1877,1394,Primary
3028,1878,526,Primary
3029,1878,1466,Primary
3030,1879,2411,Primary
3031,1880,966,Primary
3032,1881,2807,Primary
3033,1882,1405,Primary
3034,1883,1671,Primary
3035,1883,1426,Primary
3036,1883,1553,Primary
3037,1884,452,Primary
3038,1885,1809,Primary
3039,1885,693,Conspirator
3040,1886,2122,Primary
3041,1886,2181,Abettor
3042,1886,1834,Primary
3043,1887,2926,Primary
3044,1887,2547,Accomplice
3045,1888,753,Primary
3046,1889,1346,Primary
3047,1890,21,Primary
3048,1891,1484,Primary
3049,1891,2363,Accomplice
3050,1892,1192,Primary
3051,1893,1541,Primary
3052,1893,2211,Primary
3053,1894,214,Primary
3054,1895,2172,Primary
3055,1895,2591,Accomplice
3056,1896,1619,Primary
3057,1897,322,Primary
3058,1898,2521,Primary
3059,1898,797,Conspirator
3060,1898,405,Accomplice
3061,1899,564,Primary
3062,1899,1413,Primary
3063,1899,1304,Accomplice
3064,1900,935,Primary
3065,1900,1952,Accomplice
3066,1901,1071,Primary
3067,1901,1763,Primary
3068,1902,1976,Primary
3069,1903,1504,Primary
3070,1903,2622,Accomplice
3071,1903,2078,Abettor
3072,1904,1893,Primary
3073,1904,1358,Conspirator
3074,1904,688,Primary
3075,1905,2185,Primary
3076,1905,322,Primary
3077,1906,1559,Primary
3078,1906,852,Primary
3079,1906,488,Accomplice
3080,1907,1251,Primary
3081,1908,1350,Primary
3082,1909,1513,Primary
3083,1910,1216,Primary
3084,1911,145,Primary
3085,1911,1530,Primary
3086,1911,2721,Primary
3087,1912,2354,Primary
3088,1913,2378,Primary
3089,1914,2503,Primary
3090,1915,1461,Primary
3091,1916,269,Primary
3092,1916,697,Abettor
3093,1917,2236,Primary
3094,1918,164,Primary
3095,1918,695,Primary
3096,1919,284,Primary
3097,1920,143,Primary
3098,1921,344,Primary
3099,1922,1035,Primary
3100,1923,277,Primary
3101,1923,2699,Accomplice
3102,1924,821,Primary
3103,1925,2926,Primary
3104,1926,517,Primary
3105,1926,1990,Primary
3106,1927,999,Primary
3107,1928,1034,Primary
3108,1928,2723,Primary
3109,1928,444,Abettor
3110,1929,415,Primary
3111,1930,1626,Primary
3112,1931,2576,Primary
3113,1932,1101,Primary
3114,1932,1514,Abettor
3115,1933,354,Primary
3116,1933,2892,Abettor
3117,1933,2487,Primary
3118,1934,1513,Primary
3119,1934,2951,Primary
3120,1935,401,Primary
3121,1936,1733,Primary
3122,1937,824,Primary
3123,1938,2394,Primary
3124,1938,2665,Accomplice
3125,1938,459,Primary
3126,1939,505,Primary
3127,1940,1623,Primary
3128,1941,1928,Primary
3129,1941,2474,Primary
3130,1941,725,Conspirator
3131,1942,1955,Primary
3132,1942,1987,Accomplice
3133,1943,38,Primary
3134,1944,2851,Primary
3135,1945,1554,Primary
3136,1945,1181,Primary
3137,1946,1585,Primary
3138,1946,1255,Conspirator
3139,1947,1736,Primary
3140,1947,752,Primary
3141,1948,2351,Primary
3142,1949,464,Primary
3143,1949,1357,Primary
3144,1950,1931,Primary
3145,1950,307,Conspirator
3146,1951,2570,Primary
3147,1952,2919,Primary
3148,1953,2891,Primary
3149,1953,16,Primary
3150,1953,854,Accomplice
3151,1954,1763,Primary
3152,1954,1749,Primary
3153,1955,1251,Primary
3154,1956,1845,Primary
3155,1957,2694,Primary
3156,1958,550,Primary
3157,1959,224,Primary
3158,1959,1079,Primary
